no	brand	chinese_name	english_name	item	effect	image
1249	GUERLAIN_嬌蘭	珍珠柔光絲潤精華粉底SPF25/PA+++	Blanc De Perle Essence Infused Foudation SPF25 PA+++	粉底液,	潤色,修正膚色,修飾毛孔,均勻膚色,服貼,	https://pic.pimg.tw/styleme/1443694872-2037307987.jpg
1252	GUERLAIN_嬌蘭	珍珠柔光淨白光透晚霜	Blanc De Perle White Pearl Sleeping Concentrate	乳霜,	保濕,滋潤,美白,透亮,均勻膚色,	https://pic.pimg.tw/styleme/1443694730-333672469.jpg
1255	GUERLAIN_嬌蘭	小黑裙淡香露-花瓣洋裝	La Petite Robe Noire-My Petal Dress	女性香氛,		https://pic.pimg.tw/styleme/1443694675-3843366605.jpg
1258	GIVENCHY_紀梵希	新一代360°廣角小河豚飛天睫毛膏	Phemomen Eye	睫毛膏,	纖長,根根分明,捲翹,濃密,	https://pic.pimg.tw/styleme/1443717335-4265820623.jpg
1261	GIVENCHY_紀梵希	搶眼四色眼彩盤	Plette Metallic Reflection	眼影,	珠光,亮片,顯色,好上色,色彩飽和,	https://pic.pimg.tw/styleme/1443717457-3516019908.jpg
1264	GIVENCHY_紀梵希	魅力4G幻彩蜜粉	Prisme Libre Mat-Finish & Enhanced Radiance Loose Powder	蜜粉,	潤色,修正膚色,修飾毛孔,均勻膚色,服貼,	https://pic.pimg.tw/styleme/1443717475-1056393354.jpg
1267	GIVENCHY_紀梵希	煥白滋養晚霜	Doctor White Whitel Revival	乳霜,	保濕,滋潤,美白,透亮,均勻膚色,	https://pic.pimg.tw/styleme/1443717501-1395623425.jpg
1270	GIVENCHY_紀梵希	星鑽馬卡龍眼影霜	Ombre Couture Cream	眼影,	珠光,亮片,顯色,好上色,色彩飽和,	https://pic.pimg.tw/styleme/1443717575-1403574085.jpg
1273	benefit	馬卡龍頰心餅	Majorette Cream Blush	腮紅修容,	潤色,修正膚色,修飾毛孔,透亮,	https://pic.pimg.tw/styleme/1443787224-3827302690.jpg
1276	benefit	返老還童精華液	Instant Comeback	精華液,	保濕,滋潤,抗老,緊實,拉提,修護,抗氧化,	https://pic.pimg.tw/styleme/1443787211-1759682471.jpg
1279	benefit	假不了睜大眼線膠筆	They're Real! Gel Eyeliner Pen	眼線,	顯色,好上色,色彩飽和,	https://pic.pimg.tw/styleme/1443787198-1771309518.jpg
1282	benefit	嘖嘖稱奇無油慮嫩膚蜜粉	The POREfessional: Agent Zero Shine	蜜粉,	控油,修正膚色,修飾毛孔,均勻膚色,服貼,	https://pic.pimg.tw/styleme/1443787185-3289291407.jpg
1285	benefit	妝完美磁妝棒	Stay Flawless 15-Hour Primer	妝前打底,	控油,修飾毛孔,長效持妝,服貼,	https://pic.pimg.tw/styleme/1443787167-3060018439.jpg
1288	MAKE_UP_FOR_EVER	雙用水粉霜	Water Blend Face & Body Foundation	粉霜,	潤色,修正膚色,修飾毛孔,均勻膚色,服貼,	https://pic.pimg.tw/styleme/1443718165-2042542448.jpg
1291	MAKE_UP_FOR_EVER	HD微晶蜜粉	HD High Definition Powder	蜜粉,	控油,修正膚色,修飾毛孔,均勻膚色,服貼,	https://pic.pimg.tw/styleme/1443718178-3308439086.jpg
1294	MAKE_UP_FOR_EVER	AQUA防水滑順眼影筆	Aqua Matic Waterproof Glide-On Eye Shadow	眼影,	珠光,亮片,顯色,好上色,色彩飽和,	https://pic.pimg.tw/styleme/1443718188-1990810544.jpg
1300	LANEIGE_蘭芝	零毛孔淨化水泥膜		清潔面膜,	清潔,深層清潔,收斂毛孔,細緻毛孔,平滑膚觸,	https://pic.pimg.tw/styleme/1443717977-3809835289.jpg
1303	LANEIGE_蘭芝	白瓷光透蜜粉		蜜粉,	修正膚色,修飾毛孔,透亮,均勻膚色,服貼,	https://pic.pimg.tw/styleme/1443718025-3537430273.jpg
1306	LANEIGE_蘭芝	舒芙蕾淨白遮瑕筆SPF30/PA++	Watery Cushion Concealer SPF 30	遮瑕,	修正膚色,均勻膚色,服貼,遮瑕,好推勻,	https://pic.pimg.tw/styleme/1443718053-169313161.jpg
1309	LANEIGE_蘭芝	超級莓果C煥顏精露	Clear C Advanced Effector	化妝水,	保濕,滋潤,修護,改善細紋,提升光澤,抗氧化,	https://pic.pimg.tw/styleme/1443718070-1377669576.jpg
1312	LANEIGE_蘭芝	玩眉有型眉彩盤	Brow Shaping Kit	眉彩,	好上色,好推勻,	https://pic.pimg.tw/styleme/1443718084-1656985362.jpg
1315	Sulwhasoo_雪花秀	潤燥精華EX	First Care Activating Serum EX	精華液,	保濕,滋潤,抗老,緊實,拉提,修護,改善細紋,提升光澤,抗氧化,	https://pic.pimg.tw/styleme/1443689644-2422390582.jpg
1318	Sulwhasoo_雪花秀	無瑕光感氣墊粉霜 SPF50+/PA+++	Perfecting Cushion Brightening	氣墊粉餅,	潤色,修正膚色,修飾毛孔,均勻膚色,服貼,防曬,	https://pic.pimg.tw/styleme/1443689333-1020271311.jpg
1321	Sulwhasoo_雪花秀	滋如臻人蔘能量緊顏精萃	Capsulized Ginseng Fortifying Serum	精華液,	保濕,滋潤,抗老,緊實,拉提,修護,改善細紋,提升光澤,抗氧化,	https://pic.pimg.tw/styleme/1443688411-1950920011.jpg
1324	innisfree	無油無慮礦物控油蜜粉	No sebum mineral powder	蜜粉,	控油,修正膚色,修飾毛孔,均勻膚色,服貼,	https://pic.pimg.tw/styleme/1463540870-1077028429.jpg
1327	innisfree	綠茶籽保濕精華	The Green Tea Seed Serum	精華液,	保濕,滋潤,抗氧化,	https://pic.pimg.tw/styleme/1461125903-2214391407.png
1330	innisfree	霧感持妝舒芙蕾粉餅	Long Wear Cushion SPF50+ PA+++	氣墊粉餅,	潤色,修正膚色,修飾毛孔,均勻膚色,服貼,防曬,	https://pic.pimg.tw/styleme/1443717711-2521679439.jpg
1333	Whoo_后	拱辰享氣墊防曬蜜粉	Jin Hae Yoon Cushion Sun Balm SPF50+/PA+++	蜜粉,	修正膚色,修飾毛孔,均勻膚色,服貼,	https://pic.pimg.tw/styleme/1443692153-2725850099.jpg
1336	Whoo_后	拱辰享雪白氣墊粉底SPF50+/PA+++	Whitening & Moisture Glow Cushion Foundation	氣墊粉餅,	潤色,修正膚色,修飾毛孔,均勻膚色,服貼,防曬,	https://pic.pimg.tw/styleme/1443691690-3016075609.jpg
1339	Whoo_后	金鐏玉帛無瑕防曬粉餅SPF30 PA+++	MI Make Up Pact SPF30/PA++	粉餅,	潤色,修正膚色,修飾毛孔,均勻膚色,服貼,防曬,	https://pic.pimg.tw/styleme/1443691347-3694179656.jpg
1342	KRYOLAN_歌劇魅影	百分百調色幻顏盤	Dermacolor Camouflage Creme Trio Set	遮瑕,	修正膚色,服貼,遮瑕,好推勻,	https://pic.pimg.tw/styleme/1443693377-534264882.jpg
1345	KRYOLAN_歌劇魅影	HD賴床水粉底	HD Micro Foudation Matifying Liquid	粉底液,	潤色,修正膚色,修飾毛孔,均勻膚色,服貼,防曬,	https://pic.pimg.tw/styleme/1443693308-616761441.jpg
1348	Jurlique_茱莉蔻	活能菁萃進化版	Herbal Recovery Advanced Serum	精華液,	保濕,滋潤,抗老,緊實,拉提,修護,改善細紋,提升光澤,抗氧化,	https://pic.pimg.tw/styleme/1443754609-672469158.jpg
1351	Jurlique_茱莉蔻	植萃活齡精華	Purely Age-Defying Firming and Tightening Serum	精華液,	保濕,滋潤,抗老,緊實,拉提,修護,改善細紋,提升光澤,抗氧化,	https://pic.pimg.tw/styleme/1443754526-2826768174.jpg
1354	Jurlique_茱莉蔻	極萃白眼霜	Purely White Brightening Eye Correcting cream	眼部保養,	保濕,滋潤,修護,美白,透亮,提升光澤,抗氧化,	https://pic.pimg.tw/styleme/1443754557-2953688869.jpg
1357	Jurlique_茱莉蔻	玫瑰保濕乳霜面膜	Rose Moisture Plus Moisturising Mask	保養面膜,	保濕,滋潤,修護,抗氧化,	https://pic.pimg.tw/styleme/1443751248-3253572894.jpg
1360	Jurlique_茱莉蔻	極萃白晚霜升級版	Purely White Brightening Night Treatment	乳霜,	保濕,滋潤,修護,美白,透亮,提升光澤,抗氧化,	https://pic.pimg.tw/styleme/1443751232-3219715736.jpg
1363	ReVive_麗膚再生	超效眼部除紋精華	Intensite Line Erasing Eye Serum	眼部保養,	保濕,滋潤,抗老,緊實,拉提,抗皺,	https://pic.pimg.tw/styleme/1443764930-3210789624.jpg
1366	ReVive_麗膚再生	光采再生亮白精華	Moisturizing Renewal Serum- Nightly Repair Booster	精華液,	保濕,滋潤,美白,透亮,提升光澤,抗氧化,	https://pic.pimg.tw/styleme/1443764905-2447948105.jpg
1369	CLINIQUE_倩碧	娃娃輕盈濃長睫毛膏	Lash Power Feathering Mascara	睫毛膏,	纖長,根根分明,捲翹,濃密,	https://pic.pimg.tw/styleme/1443058709-1195036326.jpg
1372	kanebo_佳麗寶	持久潤彩口紅	Premium Stay Rouge	唇膏,	保濕,潤色,光澤,均勻膚色,好上色,好推勻,色彩飽和,	https://pic.pimg.tw/styleme/1443714335-1583459872.jpg
1375	kanebo_佳麗寶	潤活精純露	Dew Superior Lotion Concentrate II	化妝水,	保濕,滋潤,修護,改善細紋,抗氧化,	https://pic.pimg.tw/styleme/1443714184-2203327026.jpg
1378	kanebo_佳麗寶	淨白酵素皂A	Impress Brightening Shadow Clear Wash	洗顏產品,	清潔,美白,不黏膩,	https://pic.pimg.tw/styleme/1443714106-2546249269.jpg
1384	ERNO_LASZLO_奧倫納素	水療冰白面膜	Hydra Therapy Skin Vitality Mask	保養面膜,	保濕,滋潤,美白,透亮,均勻膚色,淡斑,提升光澤,	https://pic.pimg.tw/styleme/1443780321-1555126431.jpg
1390	laura_mercier_蘿拉蜜思	亮眼遮瑕霜（升級版）	Secret Concealer	遮瑕,	修正膚色,服貼,遮瑕,好推勻,	https://pic.pimg.tw/styleme/1443788253-2510640724.jpg
1393	laura_mercier_蘿拉蜜思	TRY蜜	Lip Glac_	唇彩唇蜜,	保濕,潤色,光澤,均勻膚色,好上色,好推勻,色彩飽和,	https://pic.pimg.tw/styleme/1443788230-907909804.jpg
1396	laura_mercier_蘿拉蜜思	專業零色差粉餅	Smooth Finish Foundation Powder	粉餅,	潤色,修正膚色,修飾毛孔,均勻膚色,服貼,防曬,	https://pic.pimg.tw/styleme/1443788220-1271749591.jpg
1399	Aesop	舒緩洗髮露	Calming Shampoo	洗髮品,	保濕,柔順,光滑,香氛,	https://pic.pimg.tw/styleme/1443768788-3880071481.jpg
1402	Aesop	香芹籽抗氧化精華	Parsley Seed Anti-oxidant Serum	精華液,	保濕,滋潤,修護,抗氧化,	https://pic.pimg.tw/styleme/1443768803-2230662292.jpg
1417	laura_mercier_蘿拉蜜思	喚顏凝露-一般型	Foundation Primer	妝前打底,	保濕,清爽,控油,修飾毛孔,透亮,服貼,	https://pic.pimg.tw/styleme/1443788197-436062165.jpg
1423	SOFINA_蘇菲娜	星鑽美形花漾蜜糖頰彩粉	Designing Puff Cheek	腮紅修容,	潤色,修正膚色,修飾毛孔,透亮,	https://pic.pimg.tw/styleme/1460819815-1532061719.png
1429	GIORGIO_ARMANI_亞曼尼	絲緞光精萃眼彩	Eye Tint	眼影,	珠光,亮片,顯色,好上色,色彩飽和,	https://pic.pimg.tw/styleme/1447828716-2752412246.jpg
1432	GIORGIO_ARMANI_亞曼尼	風尚聚焦 眉眼輪廓凝霜	Eye Brow Maestro	眼影,	顯色,好上色,色彩飽和,	https://pic.pimg.tw/styleme/1447829005-3048782358.png
1435	NARS	柔珠眼影筆	Velvet Shadow Stick	眼影,	珠光,亮片,顯色,好上色,色彩飽和,	https://pic.pimg.tw/styleme/1447829210-3943236866.jpg
1438	NARS	星燦奢華眼影	Antares Dual Intensity Eyeshadow	眼影,	珠光,亮片,顯色,好上色,色彩飽和,	https://pic.pimg.tw/styleme/1447829555-1826991664.jpg
1441	NARS	女王眼線膠筆	Larger Than Life Long Wear Eyeliner	眼線,	珠光,亮片,顯色,好上色,色彩飽和,	https://pic.pimg.tw/styleme/1448345605-3526587581.jpg
1447	Dior_迪奧	彩妝大師眼妝盤		眼影,	珠光,亮片,顯色,好上色,色彩飽和,	https://pic.pimg.tw/styleme/1466588422-3608609578.jpg
1450	Dior_迪奧	設計師眼妝盤		眼影,	珠光,亮片,顯色,好上色,色彩飽和,	https://pic.pimg.tw/styleme/1466588742-848934173.jpg
1453	BOBBI_BROWN_芭比布朗	秋戀玫瑰金眼彩盤		眼影,	珠光,亮片,顯色,好上色,色彩飽和,	https://pic.pimg.tw/styleme/1472704175-1862730221.jpg
1456	JILL_STUART_吉麗絲朵	愛戀蝴蝶結眼彩盤	Ribbon Couture Eyes	眼影,	珠光,亮片,顯色,好上色,色彩飽和,	https://pic.pimg.tw/styleme/1461320287-3130672766.jpg
1459	JILL_STUART_吉麗絲朵	深魅眼彩寶盒	Jewel Crystal Eyes N	眼影,	珠光,亮片,顯色,好上色,色彩飽和,	https://pic.pimg.tw/styleme/1472027419-4196974422.jpg
1462	kanebo_佳麗寶	巧蕾雙彩眼盒	Lunasol Duo De Chocolate Eyes	眼影,	珠光,亮片,顯色,好上色,色彩飽和,	https://pic.pimg.tw/styleme/1461321482-252779726.jpg
1465	M.A.C	時尚焦點小眼影	Eye Shadow	眼影,	珠光,亮片,顯色,好上色,色彩飽和,	https://pic.pimg.tw/styleme/1486125695-28446161.jpg
1468	laura_mercier_蘿拉蜜思	夢露煙燻眼彩筆	Caviar Stick Eye Colour	眼影,	珠光,亮片,顯色,好上色,色彩飽和,	https://pic.pimg.tw/styleme/1460802778-3162319557.png
1471	GIVENCHY_紀梵希	九宮格眼影	Prismissime Eyes	眼影,	珠光,亮片,顯色,好上色,色彩飽和,	https://pic.pimg.tw/styleme/1461315813-1331820828.jpg
1477	shu_uemura_植村秀	3秒魔法全能眼線膠筆	Gel Pencil Eyeliner	眼線,	顯色,好上色,色彩飽和,	https://pic.pimg.tw/styleme/1448345301-833224361.jpg
1483	cle_de_peau_beaute_肌膚之鑰	極緻勾勒眼線膠	Intensifying Cream Eyeliner	眼線,	珠光,亮片,顯色,好上色,色彩飽和,	https://pic.pimg.tw/styleme/1460001022-215163268.jpg
1489	THREE	魅光眼采筆		眼線,	珠光,亮片,顯色,好上色,色彩飽和,	https://pic.pimg.tw/styleme/1471424053-1808093418.png
1495		粉持久完美絲滑眼線筆	Double Wear Stay-in-Place Eye Pencil	眼線,	珠光,亮片,顯色,好上色,色彩飽和,	https://pic.pimg.tw/styleme/1464075483-3458425746.jpg
1501	MAKE_UP_FOR_EVER	邁阿密超模防水眼線液	Aqua Liner	眼線,	珠光,亮片,顯色,好上色,色彩飽和,	https://pic.pimg.tw/styleme/1461572806-2663845776.png
1507	CHIC_CHOC_奇可俏可	電眼星炫筆		眼線,	珠光,亮片,顯色,好上色,色彩飽和,	https://pic.pimg.tw/styleme/1471424436-1785992355.png
1513	JILL_STUART_吉麗絲朵	絢色眼線膠	Lasting Gel Eyeliner	眼線,	顯色,好上色,色彩飽和,	https://pic.pimg.tw/styleme/1461320195-3064052515.jpg
1519	Dior_迪奧	絕對搶眼纖長睫毛膏		睫毛膏,	纖長,根根分明,	
1525	LANEIGE_蘭芝	超激翹CC睫毛膏	Jet Curling Mascara	睫毛膏,	纖長,根根分明,捲翹,濃密,	https://pic.pimg.tw/styleme/1461569575-3876328006.png
1528	CLINIQUE_倩碧	娃娃濃密睫毛膏	Lash Power Volumizing Mascara	睫毛膏,	根根分明,捲翹,濃密,	https://pic.pimg.tw/styleme/1448345643-3170251105.jpg
1534	cle_de_peau_beaute_肌膚之鑰	完美全效睫毛膏	The Mascara	睫毛膏,	纖長,根根分明,捲翹,濃密,	https://pic.pimg.tw/styleme/1460002893-3291623906.jpg
1537	GIVENCHY_紀梵希	高級訂製3'O'立體美睫膏	Noir Couture One Mascara Four Facets	睫毛膏,	纖長,根根分明,捲翹,濃密,	https://pic.pimg.tw/styleme/1461315704-3216700818.jpg
1543	GIVENCHY_紀梵希	高級訂製濃翹美睫膏	Noir Couture Volume	睫毛膏,	根根分明,捲翹,濃密,	https://pic.pimg.tw/styleme/1461315604-3736143657.jpg
1546	cle_de_peau_beaute_肌膚之鑰	完美訂製睫毛膏	Perfect Lash Mascara	睫毛膏,	根根分明,捲翹,濃密,	https://pic.pimg.tw/styleme/1460002676-3087949881.jpg
1552	CLINIQUE_倩碧	新一代三步驟還原潤膚露	Dramatically Different moisturizing lotion+	乳液,	保濕,滋潤,修護,抗氧化,	https://pic.pimg.tw/styleme/1460022705-400728480.png
1555	SOFINA_蘇菲娜	透美顏美白水凝乳液		乳液,	保濕,修護,美白,透亮,清爽,不黏膩,	https://pic.pimg.tw/styleme/1471587945-3524438869.jpg
1558	Sulwhasoo_雪花秀	滋陰乳	Essential Balancing Emulsion	乳液,	保濕,滋潤,修護,	https://pic.pimg.tw/styleme/1459705394-4262902313.png
1567	ALBION_艾倫比亞	活潤新肌能滲透乳	Exage Moist Crystal Milk II	乳液,	保濕,滋潤,修護,抗氧化,	https://pic.pimg.tw/styleme/1451894407-3399573301.jpg
1582	ORIGINS_品木宣言	元氣十足亮膚水凝乳		乳液,	保濕,滋潤,修護,抗氧化,	https://pic.pimg.tw/styleme/1461583096-3156375970.jpg
1591	ReVive_麗膚再生	光采再生活膚霜	Moisturizing Renewal Cream	乳霜,	保濕,滋潤,抗老,緊實,拉提,抗皺,修護,改善細紋,平滑膚觸,抗氧化,香氛,	https://pic.pimg.tw/styleme/1471839131-1585899360.jpg
1594	cle_de_peau_beaute_肌膚之鑰	精質乳霜	The Cream	乳霜,	保濕,滋潤,抗老,緊實,拉提,抗皺,改善細紋,透亮,	https://pic.pimg.tw/styleme/1490848725-3000397288.png
1597	LA_MER_海洋拉娜	經典乳霜	The Moisturizing Cream	乳霜,	保濕,滋潤,抗老,緊實,拉提,抗皺,修護,改善細紋,抗氧化,香氛,	https://pic.pimg.tw/styleme/1461562643-3527429732.png
1600	BIOTHERM_碧兒泉	5000L活泉超清爽水乳霜	Aquasource Cocoon	乳霜,	保濕,滋潤,修護,抗氧化,	https://pic.pimg.tw/styleme/1459508901-2527029320.jpg
1603	Elizabeth_Arden_伊麗莎白雅頓	21天霜	Visible Difference Refining Moisture Cream Complex	乳霜,	保濕,滋潤,抗老,緊實,拉提,抗皺,修護,改善細紋,抗氧化,香氛,	https://pic.pimg.tw/styleme/1460433419-1378237290.jpg
1606	Whoo_后	還幼膏	Hwanyu Cream	乳霜,	保濕,滋潤,抗老,緊實,拉提,抗皺,修護,改善細紋,抗氧化,香氛,	https://pic.pimg.tw/styleme/1459681340-975250757.png
1609	Clarins_克蘭詩	煥顏緊緻日霜	Extra-Firming Day	乳霜,	保濕,滋潤,抗老,緊實,拉提,抗皺,修護,改善細紋,抗氧化,香氛,	https://pic.pimg.tw/styleme/1449051622-4217811948.png
1612	innisfree	綠茶籽潤澤保濕霜	The Green Tea  Seed  Cream	乳霜,	保濕,滋潤,控油,不黏膩,好吸收,	https://pic.pimg.tw/styleme/1461317466-3431313794.jpg
1615	Sulwhasoo_雪花秀	滋陰生人蔘修護霜	Concentrated Ginseng Renewing Cream	乳霜,	滋潤,抗老,修護,	https://pic.pimg.tw/styleme/1459705587-2678630471.jpg
1621	L'OCCITANE_歐舒丹	蠟菊賦活霜	Immortelle Divine Cream	乳霜,	保濕,滋潤,抗老,緊實,拉提,抗皺,修護,改善細紋,抗氧化,香氛,	https://pic.pimg.tw/styleme/1461558982-30027092.jpg
1627	BIOTHERM_碧兒泉	5000L極水感活泉水凝凍	Aqusource Deep Hydration Gel	凝膠凝凍,	保濕,滋潤,香氛,清爽,不黏膩,好吸收,	https://pic.pimg.tw/styleme/1459508800-2221321042.jpg
1633	L'OCCITANE_歐舒丹	天使草控油水凝露	Angelica Ultra Matte Fluid	凝膠凝凍,	保濕,滋潤,控油,不黏膩,好吸收,	https://pic.pimg.tw/styleme/1461558751-2190296035.jpg
1642	LA_MER_海洋拉娜	保濕凝膠	The Moisturizing Gel Cream	凝膠凝凍,	保濕,滋潤,抗老,緊實,拉提,抗皺,修護,改善細紋,抗氧化,香氛,	https://pic.pimg.tw/styleme/1461562455-4121451204.jpg
1651	DECORTE_黛珂	時光活氧瞬效修護凍膜		凝膠凝凍,	保濕,滋潤,修護,抗氧化,	https://pic.pimg.tw/styleme/1466591298-2936456336.jpg
1654	sisley_希思黎	全能乳液	Ecological Compound	乳液,	保濕,滋潤,抗老,緊實,拉提,抗皺,修護,改善細紋,抗氧化,香氛,	https://pic.pimg.tw/styleme/1471851247-2351141528.png
1657	Aesop	櫻草潔淨敷面膜	Primrose Facial Cleansing Masque	清潔面膜,	清潔,深層清潔,平滑膚觸,	https://pic.pimg.tw/styleme/1447830819-3796217661.png
1663	Aesop	櫻草保濕面霜	Primrose Facial Hydrating Cream	乳霜,	保濕,滋潤,修護,	https://pic.pimg.tw/styleme/1447831122-3997458307.png
1666	Aesop	無油保濕精華露	Oil Free Hydrating Serum	精華液,	保濕,滋潤,不黏膩,好吸收,	https://pic.pimg.tw/styleme/1447831234-3335235119.png
1669	Aesop	賦活芳香護手霜	Resurrection Aromatique Hand Balm	手部保養,	保濕,滋潤,平滑膚觸,	https://pic.pimg.tw/styleme/1447832222-1421707111.png
1672	Aesop	蜜柑水潤乳	Mandarin Facial Hydrating Cream	乳液,	保濕,滋潤,平滑膚觸,	https://pic.pimg.tw/styleme/1447832572-3167217770.png
1675	ALBION_艾倫比亞	按摩化妝棉		保養工具,		https://pic.pimg.tw/styleme/1447834413-166121952.jpg
1678	ALBION_艾倫比亞	妃思雅光燦恆妍洗顏乳	EXCIA AL Circulation Milky Foam	洗顏產品,	清潔,美白,透亮,	https://pic.pimg.tw/styleme/1447835138-764234684.png
1681	ALBION_艾倫比亞	妃思雅光燦恆白滲透乳(盈潤型)	EXCIA Whitening Rich Milk S	乳液,	保濕,滋潤,緊實,拉提,修護,美白,透亮,均勻膚色,舒緩,	https://pic.pimg.tw/styleme/1447836608-2541427802.jpg
1684	ALBION_艾倫比亞	奇肌修復露	Eclatfutur	精華液,	保濕,滋潤,抗老,緊實,拉提,抗皺,修護,改善細紋,抗氧化,香氛,	https://pic.pimg.tw/styleme/1447836978-1720191219.jpg
1687	ALBION_艾倫比亞	賦活彈力豐唇精華	Lip plumper	唇部保養,	保濕,滋潤,修護,	https://pic.pimg.tw/styleme/1447837518-1092697696.png
1690	ALBION_艾倫比亞	活潤卸妝油	EXAGE Moist Cleansing Essence	卸妝產品,	卸妝,清潔,保濕,滋潤,	https://pic.pimg.tw/styleme/1447837855-3672029733.jpg
1693	ANNA_SUI_安娜蘇	魔法肌密防曬粉底液	Liquid Foundation	粉底液,	潤色,修正膚色,修飾毛孔,均勻膚色,服貼,	https://pic.pimg.tw/styleme/1447916570-1305702909.jpg
1696	ANNA_SUI_安娜蘇	魔法肌密防曬粉餅 SPF 20/PA++	Loose Face Powder N	粉餅,	潤色,修正膚色,修飾毛孔,均勻膚色,服貼,	https://pic.pimg.tw/styleme/1447917009-3748517027.jpg
1699	ANNA_SUI_安娜蘇	魔法肌密輕潤粉底  SPF 20/PA++	Loose Powder Foundation	蜜粉,	潤色,修正膚色,修飾毛孔,均勻膚色,服貼,	https://pic.pimg.tw/styleme/1447917243-2769308724.png
1702	ANNA_SUI_安娜蘇	魔彩鈴鵲美甲油	Bells Ring Nail Color	指甲油,	光澤,珠光,亮片,漆亮感,飽和色,	https://pic.pimg.tw/styleme/1447918112-514672133.jpg
1705	ANNA_SUI_安娜蘇	華麗薔薇炫彩美甲油	Nail Color  N	指甲油,	光澤,珠光,亮片,漆亮感,飽和色,	https://pic.pimg.tw/styleme/1447918299-3757724957.jpg
1708	ANNA_SUI_安娜蘇	許願精靈淡香水	Secret Wish			https://pic.pimg.tw/styleme/1447918438-3888119630.jpg
1711	YSL_聖羅蘭	奢華緞面唇膏	Rouge Pur Couture	唇膏,	保濕,潤色,光澤,均勻膚色,好上色,好推勻,色彩飽和,	https://pic.pimg.tw/styleme/1471845579-3352135730.png
1714	AVEDA_肯夢	迷迭薄荷洗髮精	Rosemary Mint Shampoo	洗髮品,	控油,柔順,亮澤,香氛,	https://pic.pimg.tw/styleme/1448000662-2017423193.jpg
1717	AVEDA_肯夢	藍色舒壓純香菁	Blue Oil Balancing Concentrate	身體保養,	香氛,	https://pic.pimg.tw/styleme/1448000870-3384037233.jpg
1720	AVEDA_肯夢	純香洗髮菁	Shampure TM Above And Beyond Shampoo	洗髮品,	柔順,亮澤,香氛,	https://pic.pimg.tw/styleme/1448001014-2567997958.jpg
1723	AVEDA_肯夢	潔膚凝膠	Purifying Gel Cleanser	洗顏產品,	清潔,清爽,	https://pic.pimg.tw/styleme/1448001192-2659110734.jpg
1726	AVEDA_肯夢	輕感柔亮液	Light Elements Smoothing Fluid	髮妝造型,	保濕,柔順,光滑,	https://pic.pimg.tw/styleme/1448001425-605433510.jpg
1729	benefit	蒲公英蜜粉盒	Dandelion Brightening Finishing Powder	腮紅修容,	光澤,透亮,珠光,打亮,	https://pic.pimg.tw/styleme/1448273569-3622119111.jpg
1732	benefit	甜心菲菲唇頰露	Posietint Cheek & Lip Stain	腮紅修容,	光澤,透亮,珠光,打亮,	https://pic.pimg.tw/styleme/1448966143-2239697774.jpg
1735	benefit	嘖嘖稱齊毛孔隱形露	the PORE fessional	妝前打底,	清爽,控油,修飾毛孔,霧面,長效持妝,服貼,	https://pic.pimg.tw/styleme/1448274157-708764452.jpg
1738	benefit	裝完美活氧防曬粉底液SPF25 PA+++	Hello Flawless Oxygen Wow SPF25 Liquid Foundation	粉底液,	潤色,修正膚色,修飾毛孔,均勻膚色,服貼,	https://pic.pimg.tw/styleme/1448274897-850542546.jpg
1741	benefit	哇！亮顏棒	That Gal Brightening Face Primer	腮紅修容,	光澤,透亮,珠光,打亮,	https://pic.pimg.tw/styleme/1448275093-4179971550.jpg
1744	THREE		Ultimate Diaphanous Loose  Powder	蜜粉,	潤色,修正膚色,修飾毛孔,均勻膚色,服貼,	https://pic.pimg.tw/styleme/1448363081-474154019.jpg
1747	THREE	凝光煥顏乳霜SPF22／PA++	Advance Harmony Primer SPF22/PA++	妝前打底,	潤色,修正膚色,修飾毛孔,均勻膚色,服貼,	https://pic.pimg.tw/styleme/1448363422-3817009382.jpg
1750	THREE	凝光煥顏晶粉霜SPF35／PA+++	Complete Harmony Foundation	粉霜,	潤色,修正膚色,修飾毛孔,均勻膚色,服貼,	https://pic.pimg.tw/styleme/1461126115-2382045094.png
1753	THREE	魅光4D眼盒Plus	Three 4D-Plus Eye Palette	眼影,	光澤,珠光,顯色,好上色,好推勻,色彩飽和,	https://pic.pimg.tw/styleme/1448537884-2845342548.png
1756	THREE	魅光唇果蜜		唇彩唇蜜,	保濕,潤色,光澤,均勻膚色,好上色,好推勻,色彩飽和,	https://pic.pimg.tw/styleme/1486993154-2418813374.jpg
1759	THREE	魅光美唇筆	Refined Control Lip Pencil	唇膏,	保濕,潤色,光澤,均勻膚色,好上色,好推勻,色彩飽和,	https://pic.pimg.tw/styleme/1448593575-402481018.png
1762	BIOTHERM_碧兒泉	三倍極潤保濕精華	Aquasource Deep Serum	精華液,	保濕,滋潤,修護,抗氧化,	https://pic.pimg.tw/styleme/1448438972-34602519.jpg
1765	BIOTHERM_碧兒泉	超防護光感亮白cc霜  SPF50 PA++	White D-Tox Mub CC SPF50 PA++	CC霜,	潤色,控油,美白,修飾毛孔,長效持妝,服貼,防曬,	https://pic.pimg.tw/styleme/1448439272-4014295892.jpg
1768	BIOTHERM_碧兒泉	深海奇肌神奇亮顏修護精華油	Blue Therapy Serum-In-Oil	精華油,	保濕,滋潤,抗老,緊實,拉提,抗皺,修護,改善細紋,抗氧化,香氛,	https://pic.pimg.tw/styleme/1448439534-2293690341.jpg
