no	brand	chinese_name	english_name	item	effect	image
13186	DR.WU	淨痘粉刺調理化妝水		化妝水,	去角質,保濕,修護,抗痘,平滑膚觸,舒緩,溫和低刺激,	https://pic.pimg.tw/styleme/1480698513-163538321.jpg
13189	DR.WU	極緻高機能化妝水		化妝水,	保濕,緊實,拉提,透亮,提升光澤,	https://pic.pimg.tw/styleme/1480699173-533041756.jpg
13192	DR.WU	杏仁酸亮白煥膚精華		精華液,	去角質,深層清潔,保濕,滋潤,緊實,抗皺,修護,收斂毛孔,細緻毛孔,均勻膚色,	https://pic.pimg.tw/styleme/1480699487-3156467059.jpg
13195	DR.WU	VC 微導美白精華液		精華液,	保濕,美白,透亮,均勻膚色,	https://pic.pimg.tw/styleme/1480699807-1734806846.jpg
13198	DR.WU	角鯊潤澤修復精華		精華液,	保濕,滋潤,抗老,緊實,抗皺,修護,改善細紋,平滑膚觸,好吸收,	https://pic.pimg.tw/styleme/1480700382-1148436875.jpg
13201	MOTE	可可棕修護睫毛膏	Mote Mascara Brown	睫毛膏,	防水,防油,纖長,根根分明,捲翹,濃密,	https://pic.pimg.tw/styleme/1480750373-3875614074.png
13204	MOTE	自然纖長美睫修護睫毛膏	Mote Mascara Long	睫毛膏,	纖長,根根分明,捲翹,細緻,	https://pic.pimg.tw/styleme/1480750779-4289785198.jpg
13207	MOTE	極致捲翹修護睫毛打底膏	Mote Mascara Curl Base	睫毛膏,	抗暈染,纖長,	https://pic.pimg.tw/styleme/1480751308-2144252495.png
13210	MOTE	職人匠意濃密纖長修護睫毛膏	Mote Mascara Comb	睫毛膏,	防水,防油,纖長,根根分明,濃密,	https://pic.pimg.tw/styleme/1480751937-657016094.jpg
13213	Brand1028	我型我塑持色眉筆	Longwear Eyebrow Definer	眉彩,	好上色,好推勻,色彩飽和,	https://pic.pimg.tw/styleme/1486027534-1570147453.png
13216	DR.WU	VC微導美白淡斑精華		精華液,	美白,透亮,淡斑,溫和低刺激,	https://pic.pimg.tw/styleme/1480758635-188405937.jpg
13219	MENTHOLATUM_曼秀雷敦	抗菌痘痘貼-綜合型		清潔面膜,	抗痘,	https://pic.pimg.tw/styleme/1480767582-1404544141.jpg
13222	divinia_蒂芬妮亞	彈力泡泡洗顏慕斯(新)		洗顏產品,	清潔,	https://pic.pimg.tw/styleme/1480767834-3010990603.jpg
13225	MENTHOLATUM_曼秀雷敦	抗菌痘痘貼-小痘痘專用		清潔面膜,	抗痘,	https://pic.pimg.tw/styleme/1480767944-1303709941.jpg
13228	HARMONY	水潤潔顏慕絲		洗顏產品,	清潔,	https://pic.pimg.tw/styleme/1480768206-938138865.jpg
13231	Dove_多芬	3合1潤澤卸妝潔面慕絲		洗顏產品,	卸妝,清潔,	https://pic.pimg.tw/styleme/1480768331-2520421895.jpg
13234	NEUTROGENA_露得清	深層淨化洗卸輕透潔顏油-保濕型		洗顏產品,	卸妝,清潔,	https://pic.pimg.tw/styleme/1480768471-134915895.jpg
13237	Biore_蜜妮	抗痘保濕洗顏慕絲		洗顏產品,	清潔,抗痘,	https://pic.pimg.tw/styleme/1480768664-2383945597.jpg
13240	Softymo_絲芙蒂	純淨植物泡洗顏(水嫩型)		洗顏產品,	清潔,	https://pic.pimg.tw/styleme/1480770779-1161411946.jpg
13243	Softymo_絲芙蒂	純淨植物泡洗顏(瑩透型)		洗顏產品,	清潔,	https://pic.pimg.tw/styleme/1480770894-250040029.jpg
13246	am+pm_skincare	天天快樂淨顏慕絲		洗顏產品,	清潔,	https://pic.pimg.tw/styleme/1480771115-767449843.jpg
13249	Dove_多芬	潤澤水嫩潔面泡泡		洗顏產品,	清潔,	https://pic.pimg.tw/styleme/1480771315-301159257.jpg
13252	Dove_多芬	淨透柔嫩潔面泡泡		洗顏產品,	清潔,控油,	https://pic.pimg.tw/styleme/1480771432-3534203863.jpg
13255	SKINLIFE_滋卿愛	泡洗顏		洗顏產品,	清潔,	https://pic.pimg.tw/styleme/1480771545-2412069592.jpg
13258	Biore_蜜妮	淨爽水嫩洗顏慕絲		洗顏產品,	清潔,	https://pic.pimg.tw/styleme/1480771705-401994106.jpg
13261	Biore_蜜妮	透白細嫩洗顏慕絲		洗顏產品,	清潔,美白,	https://pic.pimg.tw/styleme/1480771827-248667792.jpg
13264	MENTHOLATUM_曼秀雷敦	藥用抗痘潔面慕斯		洗顏產品,	清潔,抗痘,	https://pic.pimg.tw/styleme/1480772004-1950864922.jpg
13267	Biore_蜜妮	抗痘控油洗顏慕絲		洗顏產品,	清潔,控油,抗痘,	https://pic.pimg.tw/styleme/1480772224-1603539025.jpg
13270	Biore_蜜妮	水嫩亮澤洗顏慕絲		洗顏產品,	清潔,美白,透亮,	
13273	MENTHOLATUM_曼秀雷敦	藥用抗痘美白潔面慕斯		洗顏產品,	清潔,抗痘,美白,	https://pic.pimg.tw/styleme/1480772421-3388421987.jpg
13276	Brand1028	溫和潔淨洗卸泡泡慕絲		洗顏產品,	清潔,	https://pic.pimg.tw/styleme/1480772543-1957291353.jpg
13279	Softymo_絲芙蒂			洗顏產品,	卸妝,清潔,	https://pic.pimg.tw/styleme/1480772706-1413166287.jpg
13282	NEUTROGENA_露得清	水活保濕潔面泡沫慕斯		洗顏產品,	清潔,保濕,	https://pic.pimg.tw/styleme/1480773144-2770003133.jpg
13285	PUREBEAUTY	紅石榴高效活顏防禦洗顏慕斯		洗顏產品,	清潔,抗空汙,	https://pic.pimg.tw/styleme/1480773261-2941688013.jpg
13288	NARUKO	紅薏仁超臨界毛孔美白洗卸兩用慕絲		洗顏產品,	清潔,收斂毛孔,美白,	https://pic.pimg.tw/styleme/1480773378-239659270.jpg
13291	Freshel_膚蕊	碳酸泡沫慕斯		洗顏產品,	清潔,深層清潔,	https://pic.pimg.tw/styleme/1480773545-884813769.jpg
13294	NARUKO	茶樹粉刺快閃洗卸兩用慕絲	Tea Tree Blemish Clear Maku-up Removing Cleansing Mouses	洗顏產品,	清潔,抗痘,	https://pic.pimg.tw/styleme/1480773653-3551487370.jpg
13297	PALMER'S_帕瑪氏	深透白淡斑潔顏慕絲		洗顏產品,	清潔,美白,	https://pic.pimg.tw/styleme/1480773793-1831134926.jpg
13300	sebamed_施巴	痘淨潔面慕斯		洗顏產品,	清潔,抗痘,	https://pic.pimg.tw/styleme/1480773959-1454100836.jpg
13303	EVITA_艾薇塔	玫瑰泡沫潔顏慕斯		洗顏產品,	清潔,保濕,	https://pic.pimg.tw/styleme/1480774175-454811513.jpg
13306	too_cool_for_school	氧氣泡泡深層清潔面膜		清潔面膜,	清潔,深層清潔,	https://pic.pimg.tw/styleme/1480774280-2480701846.jpg
13309	innisfree	濟州溫泉泡泡潔顏慕絲		洗顏產品,	清潔,	https://pic.pimg.tw/styleme/1480774494-2314668900.jpg
13312	SOFINA_蘇菲娜	芯美顏顏潔顏慕絲		洗顏產品,	清潔,	https://pic.pimg.tw/styleme/1480774632-3943119534.jpg
13315	DR.WU	保濕修復膠囊面膜A		保養面膜,	保濕,滋潤,修護,	https://pic.pimg.tw/styleme/1480776107-2389098641.jpg
13318	DR.WU	VC微導美白精華乳		乳液,	保濕,美白,透亮,淡斑,溫和低刺激,好吸收,	https://pic.pimg.tw/styleme/1480776386-4183600920.jpg
13321	DR.WU	毛孔緊緻彈力精華		精華液,	保濕,緊實,修護,收斂毛孔,控油,抗痘,改善粉刺,細緻毛孔,平滑膚觸,舒緩,溫和低刺激,	https://pic.pimg.tw/styleme/1480777027-2610185372.jpg
13324	DR.WU	保濕舒緩膠囊面膜B		保養面膜,	保濕,透亮,提升光澤,	https://pic.pimg.tw/styleme/1480777305-3102693801.jpg
13327	DR.WU	極緻全效精華液		精華液,	保濕,滋潤,抗老,緊實,拉提,抗皺,修護,改善細紋,提升光澤,平滑膚觸,好吸收,	https://pic.pimg.tw/styleme/1480777704-69255602.jpg
13330	DR.WU	極緻抗皺修復霜		乳霜,	保濕,滋潤,抗老,緊實,拉提,抗皺,修護,改善細紋,均勻膚色,平滑膚觸,	https://pic.pimg.tw/styleme/1480782087-3722111311.jpg
13333	DR.WU	角鯊潤澤全能護理油		精華油,	保濕,滋潤,抗老,緊實,拉提,抗皺,修護,改善細紋,平滑膚觸,好吸收,	https://pic.pimg.tw/styleme/1480783262-3149072715.jpg
13336	DR.WU	緊緻抗皺膠囊面膜		保養面膜,	保濕,滋潤,抗老,緊實,抗皺,修護,提升光澤,平滑膚觸,	https://pic.pimg.tw/styleme/1480783731-3320985540.jpg
13339	DR.WU	保濕亮白生物纖維面膜		保養面膜,	去角質,保濕,滋潤,抗老,緊實,抗皺,修護,改善細紋,平滑膚觸,	https://pic.pimg.tw/styleme/1480784078-2016503333.jpg
13342	DR.WU	再生煥膚膠囊面膜		保養面膜,	去角質,保濕,滋潤,修護,改善粉刺,透亮,均勻膚色,提升光澤,平滑膚觸,舒緩,	https://pic.pimg.tw/styleme/1480784381-2706630796.jpg
13345	DR.WU	瞬效亮白膠囊面膜		保養面膜,	保濕,滋潤,透亮,均勻膚色,提升光澤,	https://pic.pimg.tw/styleme/1480784634-3109192437.jpg
13348	DR.WU	VC微導美白生物纖維面膜		保養面膜,	保濕,美白,透亮,均勻膚色,淡斑,提升光澤,	https://pic.pimg.tw/styleme/1480785092-1268597831.jpg
13351	DR.WU	極緻抗皺修復面膜		保養面膜,	保濕,滋潤,抗老,緊實,拉提,抗皺,修護,改善細紋,平滑膚觸,	https://pic.pimg.tw/styleme/1480785376-3406450339.jpg
13354	VICHY_薇姿	高效潔顏慕絲		洗顏產品,	卸妝,清潔,深層清潔,清爽,	https://pic.pimg.tw/styleme/1480786266-4155561930.jpg
13357	VICHY_薇姿	R激光賦活女神霜		乳霜,	滋潤,抗老,緊實,抗皺,修護,改善細紋,	https://pic.pimg.tw/styleme/1480786912-3819426501.jpg
13360	VICHY_薇姿	R激光賦活緊實精華		精華液,	保濕,滋潤,抗老,緊實,抗皺,修護,好吸收,	https://pic.pimg.tw/styleme/1480787244-1383465346.jpg
13363	御泥坊	去角質煥亮膜		洗顏產品,	清潔,去角質,	https://pic.pimg.tw/styleme/1480837267-4253270425.jpg
13366	PALMER'S_帕瑪氏	水嫩潔顏卸妝乳		洗顏產品,卸妝產品,化妝水,	卸妝,清潔,	https://pic.pimg.tw/styleme/1480842061-2184954817.jpg
13369	White	蘆薈粉刺凝膠面膜		臉部去角質,	去角質,	https://pic.pimg.tw/styleme/1480842631-2676868828.jpg
13372	ZA	新生亮顏去角質按摩泥		臉部去角質,	去角質,美白,	https://pic.pimg.tw/styleme/1480842746-195257849.jpg
13375		臉部淨白去角質凝露		臉部去角質,	去角質,	https://pic.pimg.tw/styleme/1480842869-315839246.jpg
13378	NARUKO	茉蘭薰衣草美白去角質凝膠EX		臉部去角質,	去角質,美白,	https://pic.pimg.tw/styleme/1480842999-466319583.jpg
13381	STIVES_聖艾芙	杏子淨透臉部磨砂膏		臉部去角質,	清潔,去角質,	https://pic.pimg.tw/styleme/1480843158-3913059494.jpg
13384	STIVES_聖艾芙	燕麥滋養臉部磨砂膏及面膜		清潔面膜,臉部去角質,	去角質,深層清潔,	https://pic.pimg.tw/styleme/1480843413-968661313.jpg
13387	KISS_ME_奇士美	花漾美姬唯美極細眼線筆N~01黑		眼線,	顯色,	https://pic.pimg.tw/styleme/1480913107-3672795494.jpg
13390	Avene_雅漾	控油清爽潔膚凝膠		洗顏產品,	控油,舒緩,溫和低刺激,	https://pic.pimg.tw/styleme/1480925605-3274487373.jpg
13399	Avene_雅漾	舒護活泉潔膚凝膠		洗顏產品,	清潔,保濕,舒緩,溫和低刺激,清爽,	https://pic.pimg.tw/styleme/1480926030-1268857876.png
13405	Avene_雅漾	抗痘調理化妝水		化妝水,	清潔,修護,控油,抗痘,改善粉刺,	https://pic.pimg.tw/styleme/1480926876-333833479.png
13408	Avene_雅漾	深層滲透保濕乳-滋潤型		乳液,	保濕,滋潤,舒緩,	https://pic.pimg.tw/styleme/1480928266-658216856.jpg
13411	Avene_雅漾	緊實彈力滋養霜		乳霜,	保濕,滋潤,緊實,修護,改善細紋,透亮,均勻膚色,提升光澤,平滑膚觸,	https://pic.pimg.tw/styleme/1480929488-1160417772.jpg
13414	Avene_雅漾	密集美白乳液-清爽型		乳液,	保濕,控油,抗痘,透亮,均勻膚色,提升光澤,平滑膚觸,舒緩,溫和低刺激,清爽,	https://pic.pimg.tw/styleme/1480931060-2511124057.png
13417	Avene_雅漾	密集美白精華液		精華液,	保濕,美白,透亮,均勻膚色,提升光澤,	https://pic.pimg.tw/styleme/1480933335-751467298.png
13420	Avene_雅漾	深層滲透保濕乳-清爽型		乳液,	保濕,平滑膚觸,舒緩,溫和低刺激,清爽,不黏膩,好吸收,	https://pic.pimg.tw/styleme/1480933567-3152531023.jpg
13423	Avene_雅漾	密集美白精華露		精華液,	保濕,滋潤,抗老,修護,美白,透亮,均勻膚色,提升光澤,舒緩,溫和低刺激,	https://pic.pimg.tw/styleme/1480933745-2703368068.jpg
13426	Avene_雅漾	抗老保濕乳		乳液,	保濕,滋潤,抗老,緊實,修護,透亮,均勻膚色,提升光澤,舒緩,	https://pic.pimg.tw/styleme/1480934090-2013201413.png
13429	Avene_雅漾	玻尿酸保濕精華露		精華液,	保濕,修護,舒緩,	https://pic.pimg.tw/styleme/1480934356-1183515539.png
13432	Avene_雅漾	全效活泉保濕水凝霜		凝膠凝凍,	保濕,緊實,控油,透亮,提升光澤,舒緩,清爽,不黏膩,	https://pic.pimg.tw/styleme/1480934662-252716312.jpg
13435	Avene_雅漾	控油煥膚調理精華乳		精華液,	去角質,保濕,控油,抗痘,改善粉刺,舒緩,溫和低刺激,	https://pic.pimg.tw/styleme/1480934961-2162390167.jpg
13438	Avene_雅漾	舒護面膜紙		保養工具,		https://pic.pimg.tw/styleme/1480935327-4089565468.jpg
13441	Avene_雅漾	長效保濕面膜		保養面膜,	保濕,滋潤,舒緩,溫和低刺激,	https://pic.pimg.tw/styleme/1480935557-3659986071.png
13444	ZA		Perfect Fit Concealer	遮瑕,	保濕,長效持妝,服貼,遮瑕,好推勻,	https://pic.pimg.tw/styleme/1488557472-2322603905.png
13447	CEZANNE	極緞絲柔修容盤	Silk Touch Cheek	腮紅修容,	保濕,控油,透亮,長效持妝,服貼,	https://pic.pimg.tw/styleme/1488895593-1790476454.png
13450	CEZANNE	柔亮腮紅	Natural Cheek	腮紅修容,	光澤,透亮,打亮,細緻,修容,	https://pic.pimg.tw/styleme/1488895676-3086258914.png
13453	CEZANNE	戀愛粉嫩修容組	Mix Color Cheek	腮紅修容,	光澤,細緻,修容,	https://pic.pimg.tw/styleme/1488895703-2608980468.png
13456	MAYBELLINE_媚比琳	純淨礦物遮瑕筆	Mineral Power Liquid Concealer	遮瑕,	修正膚色,修飾毛孔,遮瑕,好推勻,	https://pic.pimg.tw/styleme/1488556868-3294381431.png
13459	CANMAKE	花漾打亮修容組	Glow Fleur Highlighter	腮紅修容,	修飾毛孔,光澤,透亮,長效持妝,打亮,修容,	https://pic.pimg.tw/styleme/1488895830-1119353115.png
13462	CANMAKE	高挑鼻影組	Nose Shadow Powder	腮紅修容,	打亮,修容,滋潤,	https://pic.pimg.tw/styleme/1488472042-2264683433.png
13465	CANMAKE	腮紅霜	Cream Cheek	腮紅修容,	清爽,透亮,滋潤,	https://pic.pimg.tw/styleme/1488472313-867357795.png
13468	CANMAKE	花漾戀愛修容組	CANMAKE GLOW PEACH FLEUR CHEEKS	腮紅修容,	光澤,透亮,服貼,細緻,	https://pic.pimg.tw/styleme/1488472460-2279031510.png
13471	CANMAKE	高延展性防曬遮瑕棒 SPF25 PA++	Cover & Stretch Concealer UV	遮瑕,	保濕,修飾毛孔,服貼,防曬,遮瑕,打亮,防水,防油,	https://pic.pimg.tw/styleme/1488472553-1748084466.png
13474	CANMAKE	重點遮瑕棒 SPF31 PA++	Stamp Cover Concealer	遮瑕,	保濕,透亮,服貼,遮瑕,	https://pic.pimg.tw/styleme/1488472604-4016349479.png
13477	CANMAKE	魔法立體修容組	CANMAKE CHEEK & BRONZER SPF26 PA+++	腮紅修容,	珠光,打亮,細緻,修容,	https://pic.pimg.tw/styleme/1488472915-3767009463.png
13480	Brand1028	聚光燈打亮飾底蜜	Glow Primer	妝前打底,	保濕,清爽,光澤,透亮,長效持妝,好推勻,	https://pic.pimg.tw/styleme/1488985283-2363523470.png
13486	ANIMECOSME	美少女戰士螺旋愛心變身腮紅		腮紅修容,	保濕,透亮,好上色,好推勻,	https://pic.pimg.tw/styleme/1480946537-4236075705.jpg
13489	Absolute_New_York_絕色紐約	完美熊貓眼遮瑕膏	Correct N Cover	遮瑕,	控油,遮瑕,好推勻,滋潤,	https://pic.pimg.tw/styleme/1489071656-1212344261.png
13492	Absolute_New_York_絕色紐約	立體修容小臉粉餅	Pro Contour Palette	粉餅,	透亮,長效持妝,打亮,細緻,修容,	https://pic.pimg.tw/styleme/1489071735-671640232.png
13495	Brand1028	眼部修修調色盤	Dual Tone Flawless Concealer	遮瑕,	抗老,修正膚色,均勻膚色,遮瑕,滋潤,	https://pic.pimg.tw/styleme/1488985496-69589920.png
13498	Brand1028	袪荳淡斑筆SPF15	Spot Corrective Pen Concealer	遮瑕,	保濕,服貼,遮瑕,好推勻,	https://pic.pimg.tw/styleme/1488985458-2301663569.png
13501	Beautymate_美肌之誌	玻尿酸肌因保濕生物纖維面膜	Hyaluronic Acid Moisturizing Bio-Cellulose Mask	保養面膜,	保濕,滋潤,緊實,修護,提升光澤,平滑膚觸,	https://pic.pimg.tw/styleme/1489306658-588994807.png
13504	CHLITINA_克麗緹娜	淨鑽光透白潔容霜		洗顏產品,	深層清潔,收斂毛孔,控油,美白,透亮,均勻膚色,提升光澤,舒緩,	https://pic.pimg.tw/styleme/1480950529-4095515053.jpg
13507	Beautymate_美肌之誌	杏仁酸集中美白生物纖維面膜	Amygdalic Acid Intensive Whitening Bio Cellulose Mask	保養面膜,	滋潤,美白,透亮,均勻膚色,淡斑,提升光澤,	https://pic.pimg.tw/styleme/1489306689-265638003.png
13510	Beautymate_美肌之誌	深層煥白抗黑淡斑面膜	In Depth Whitening Spot Corrector Mask	保養面膜,	保濕,抗老,美白,透亮,提升光澤,	https://pic.pimg.tw/styleme/1489306882-2480754767.png
13516	Beautymate_美肌之誌	吉野櫻花水嫩柔膚面膜	Prunus Yedoensis Moisturizing and Soft Skin Maskd Soft Skin Mask	保養面膜,	保濕,滋潤,修護,透亮,提升光澤,	https://pic.pimg.tw/styleme/1489307083-2017136244.png
13519	WHITE_FORMULA_自白肌	玻尿酸濃密保濕羽絨棉面膜	Hyaluronic Acid Moisturizing Paper Sheet Mask	保養面膜,	保濕,滋潤,透亮,提升光澤,	https://pic.pimg.tw/styleme/1489307538-4261095859.png
13522	NEUTROGENA_露得清	深層美白修護面膜	Fine Fairness Deep Whitening Mask	保養面膜,	美白,透亮,均勻膚色,提升光澤,	https://pic.pimg.tw/styleme/1489307922-1552542439.png
13525	CHLITINA_克麗緹娜	碧璽超導緊緻洗面乳		洗顏產品,	保濕,滋潤,抗老,修護,舒緩,溫和低刺激,	https://pic.pimg.tw/styleme/1480955935-4283466987.jpg
13528	CHLITINA_克麗緹娜	淨鑽光透白前導精露		化妝水,	去角質,保濕,均勻膚色,提升光澤,平滑膚觸,	https://pic.pimg.tw/styleme/1480956251-1482558143.jpg
13531	CHLITINA_克麗緹娜	淨鑽光透白精華乳		乳液,	保濕,滋潤,抗老,緊實,抗皺,修護,改善細紋,美白,透亮,均勻膚色,淡斑,提升光澤,	https://pic.pimg.tw/styleme/1480958774-947572102.jpg
13534	CHLITINA_克麗緹娜	淨鑽光透白精華液		精華液,	保濕,美白,透亮,均勻膚色,提升光澤,平滑膚觸,好吸收,	https://pic.pimg.tw/styleme/1480959630-1068742791.jpg
13537	CHLITINA_克麗緹娜	淨鑽光透白水凝霜		凝膠凝凍,	保濕,美白,透亮,均勻膚色,提升光澤,好吸收,	https://pic.pimg.tw/styleme/1480960690-2484158711.jpg
13540	CHLITINA_克麗緹娜	淨鑽光透白玫瑰面膜		保養面膜,	保濕,滋潤,抗老,緊實,抗皺,修護,改善細紋,透亮,均勻膚色,提升光澤,平滑膚觸,	https://pic.pimg.tw/styleme/1480961079-3701225291.jpg
13543	Dr.Organic	奧圖玫瑰面膜		清潔面膜,	清潔,去角質,深層清潔,保濕,	https://pic.pimg.tw/styleme/1480962057-3806533919.jpg
13546	Dr._Jart+	活性水分子保濕礦泉潔顏乳		洗顏產品,	深層清潔,保濕,收斂毛孔,細緻毛孔,透亮,提升光澤,舒緩,	https://pic.pimg.tw/styleme/1480962519-1799753348.jpg
13549	Dr._Jart+	V7維他命肌光化妝水		化妝水,	去角質,深層清潔,保濕,修護,透亮,均勻膚色,提升光澤,舒緩,	https://pic.pimg.tw/styleme/1480962917-3979380773.jpg
13552	Dr._Jart+	V7維他命肌光鑽白霜		乳霜,	保濕,修護,改善細紋,美白,透亮,提升光澤,好吸收,	https://pic.pimg.tw/styleme/1480963243-320531141.jpg
13558	Dr._Jart+	分子釘SOS滋養霜		精華液,	保濕,滋潤,緊實,修護,改善細紋,平滑膚觸,	https://pic.pimg.tw/styleme/1480963839-3350041095.jpg
13561	Dr._Jart+	時光肌蝸牛修護乳霜		乳霜,	保濕,滋潤,修護,改善細紋,收斂毛孔,細緻毛孔,均勻膚色,好吸收,	https://pic.pimg.tw/styleme/1480964031-1222156785.jpg
13564	Dr._Jart+	V7維他命肌光煥亮精華		精華液,	保濕,滋潤,抗老,緊實,抗皺,修護,改善細紋,美白,透亮,均勻膚色,提升光澤,	https://pic.pimg.tw/styleme/1480964281-2343475661.jpg
13567	Dr._Jart+	時光肌蝸牛修護精華		精華液,	保濕,滋潤,抗老,修護,改善細紋,改善粉刺,好吸收,	https://pic.pimg.tw/styleme/1480964555-1620745197.jpg
13570	Dr._Jart+	活性水分子泡沫醒膚泥		清潔面膜,	清潔,去角質,深層清潔,保濕,滋潤,修護,收斂毛孔,抗痘,改善粉刺,細緻毛孔,透亮,提升光澤,舒緩,	https://pic.pimg.tw/styleme/1480964821-2000263186.jpg
13573	Dr._Jart+	分子釘保濕修護面膜		保養面膜,	保濕,滋潤,改善細紋,提升光澤,平滑膚觸,	https://pic.pimg.tw/styleme/1480965066-1521751286.jpg
13576	Dr._Jart+	錦囊妙劑撫紋面膜(頸部專用)		保養面膜,	保濕,滋潤,抗老,緊實,拉提,抗皺,修護,改善細紋,	https://pic.pimg.tw/styleme/1480965404-115120446.jpg
13579	Dr._Jart+	錦囊妙劑舒敏保濕面膜		保養面膜,	保濕,滋潤,修護,舒緩,溫和低刺激,	https://pic.pimg.tw/styleme/1480965566-2647734454.jpg
13582	Dr._Jart+	錦囊妙劑撫紋面膜(眼周專用)		保養面膜,	保濕,滋潤,透亮,提升光澤,	https://pic.pimg.tw/styleme/1480965744-2213046666.jpg
13585	Dr._Jart+	錦囊妙劑活力保濕面膜		保養面膜,	保濕,滋潤,修護,透亮,提升光澤,平滑膚觸,舒緩,	https://pic.pimg.tw/styleme/1480965896-2749189436.jpg
13588	Dr._Jart+	錦囊妙劑緊緻面膜		保養面膜,	保濕,滋潤,抗老,修護,改善細紋,透亮,提升光澤,舒緩,	https://pic.pimg.tw/styleme/1480966026-2298797594.jpg
